Gene.stable.ID	Gene.name	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000027245	Hypk	-0.170397970600517	6.12896943765263	-2.64343785475053	0.0236290852594047	0.0640420229512517	-5.39836577846567
ENSMUSG00000018537	Pcgf2	0.21520555260952	4.70685233035461	2.6431443258906	0.0236412501534682	0.06406277021301	-5.2100112508441
ENSMUSG00000034220	Gpc1	-0.2305559216446	4.79198148368203	-2.6430876098362	0.023643601387387	0.06406277021301	-5.22769292921654
ENSMUSG00000025260	Hsd17b10	0.262761392421993	3.01774829604654	2.6425275407649	0.0236668322013531	0.0641043492613745	-4.85662074156065
ENSMUSG00000004151	Etv1	0.280062246829446	4.19499982901774	2.64249774479393	0.0236680687271495	0.0641043492613745	-5.11399078234903
ENSMUSG00000105270	Gm42863	-0.256517259080116	3.92358644734701	-2.64246939307562	0.0236692453763081	0.0641043492613745	-5.06288110724633
ENSMUSG00000039983	Ccdc32	0.203745542818204	4.45672588590601	2.64226444976539	0.0236777526318126	0.0641180905809844	-5.16581370122967
ENSMUSG00000035401	Emsy	-0.171954173980168	6.66952754360385	-2.64215738093191	0.0236821982960264	0.0641208309380887	-5.43854566009057
ENSMUSG00000033059	Pygb	-0.182854736112674	6.27326037951255	-2.64179441249716	0.0236972754717681	0.0641523517193095	-5.41288014225758
ENSMUSG00000040463	Mybbp1a	-0.183138227947652	6.41041469340079	-2.6415633313832	0.0237068792024252	0.0641690480107389	-5.42332513099642
ENSMUSG00000070695	Cntnap5a	-0.183232982477896	4.62251860524167	-2.64137494304481	0.0237147114782402	0.0641809452383561	-5.20052778494336
ENSMUSG00000020868	Xylt2	-0.200662992169868	4.55237615559972	-2.6408074519761	0.0237383205277155	0.0642355307251934	-5.18873469522131
ENSMUSG00000026383	Epb41l5	0.210449735043841	7.05393460977822	2.64047756820764	0.0237520552328209	0.0642633844418572	-5.45913325797657
ENSMUSG00000049092	Gpr137c	0.171093252726052	5.84645456324017	2.63997825959725	0.0237728589348272	0.0643103531434104	-5.37652178451594
ENSMUSG00000024817	Uhrf2	0.19190963382547	5.93800275710201	2.63948110841175	0.0237935907046317	0.0643508073415719	-5.38635331918685
ENSMUSG00000028080	Lrba	-0.152942061511758	7.62121834138081	-2.63945439507533	0.0237947051886877	0.0643508073415719	-5.48031460743285
ENSMUSG00000034987	Hrh2	-0.404534076863172	1.53583434177981	-2.63909824064727	0.0238095689482252	0.0643816812248998	-4.49956122714919
ENSMUSG00000091021	Gm17300	-0.453835875669611	1.45246515581139	-2.63874777332118	0.0238242043519424	0.0644119287777867	-4.47840026685579
ENSMUSG00000116760	Gm1604a	-0.313868179415282	2.48126879421235	-2.63863144726179	0.0238290640631187	0.0644157415047305	-4.73921695283753
ENSMUSG00000020658	Efr3b	-0.206682652332869	6.71353073102097	-2.63810906913386	0.0238508993866511	0.0644654356848057	-5.44800796867718
ENSMUSG00000099478	Gm28370	-0.208062123624184	4.99268580204691	-2.63786354589059	0.0238611690739118	0.0644838598098739	-5.27050072476695
ENSMUSG00000033763	Mtss2	-0.274769173971708	6.94107019455288	-2.68545266468399	0.02386660456613	0.0644892162737537	-5.4190060572835
ENSMUSG00000091735	Gpr62	0.294053995531124	2.68816283923431	2.63758424866216	0.0238728567833914	0.064493100039527	-4.78644501420795
ENSMUSG00000059674	Cdh24	0.250850235233055	4.29684803741136	2.63751235054695	0.0238758664119166	0.064493100039527	-5.14306316790203
ENSMUSG00000044465	Fhip1b	0.16760301614024	6.53830373646009	2.63745176509822	0.023878402788545	0.064493100039527	-5.43776680881539
ENSMUSG00000043872	Zmym1	0.253878440614414	4.69029603941122	2.63706808308645	0.0238944716316834	0.0645271674982005	-5.21718507503306
ENSMUSG00000058297	Spock2	-0.222499559368641	8.70934357507286	-2.64293781958836	0.0239103410010879	0.0645606865029374	-5.49904542113326
ENSMUSG00000083907	Plk-ps1	-0.440550661011682	1.42215104758378	-2.6357135380067	0.0239512866347929	0.064661894841423	-4.47585929728026
ENSMUSG00000087288	Gm13061	-0.615305506852085	-0.0259819685513686	-2.63540763643345	0.0239641358940768	0.0646872323917302	-4.12876628313701
ENSMUSG00000090641	Zfp712	-0.341655496606224	3.34774239889327	-2.63515006667092	0.0239749602979432	0.0647070976447162	-4.94946718015769
ENSMUSG00000026649	Cfap126	-0.508696509772538	0.520518780552045	-2.63495874761373	0.0239830036449958	0.0647194523217704	-4.25432866093936
ENSMUSG00000030304	Ergic2	0.194178245414152	5.74625613362533	2.63444855619257	0.0240044659603554	0.0647591104370344	-5.37539067985192
ENSMUSG00000070604	Vsig10l	-0.436993373571592	2.44790310318748	-2.63443389960205	0.02400508280315	0.0647591104370344	-4.73796472586191
ENSMUSG00000010205	Raver1	-0.243633570350467	5.1253587316283	-2.63436213532523	0.0240081033284561	0.0647591104370344	-5.29742060503424
ENSMUSG00000056124	B4galt6	0.16805533508753	5.84112860049244	2.63392925475562	0.0240263310661885	0.0647989177253038	-5.38653700866912
ENSMUSG00000029616	Erp29	0.160909860879913	5.48668987648757	2.6327457794145	0.0240762349222146	0.0649241315433119	-5.34829593875864
ENSMUSG00000078652	Psme3	0.165013038416764	6.3899225210946	2.63203218939231	0.0241063746743599	0.0649960208878137	-5.43723403020097
ENSMUSG00000126201		0.534200673331429	0.69332687198168	2.63172655620586	0.0241192950781847	0.0650167923111538	-4.29502245050083
ENSMUSG00000137619		-0.267745111776978	2.66487878211988	-2.63168524657744	0.0241210419370073	0.0650167923111538	-4.79555384645865
ENSMUSG00000009418	Nav1	0.252050341279543	7.59982719559027	2.66568087534788	0.0241549325570601	0.065098745933113	-5.46395928892944
ENSMUSG00000130956		-0.719760250792265	0.426321250102134	-2.6304659481639	0.0241726588915981	0.06513615712905	-4.23833273100186
ENSMUSG00000000093	Tbx2	-0.263364846694392	5.27724414250153	-2.63473285676772	0.0241757901393084	0.06513615712905	-5.32283642444495
ENSMUSG00000113065	Gm48870	-0.619461261080299	-0.101010564571275	-2.63010730999953	0.0241878620669418	0.0651592810499238	-4.12132392138381
ENSMUSG00000083282	Ctsf	-0.160484431017379	7.41844115784045	-2.62988802549925	0.0241971625140634	0.0651664130383953	-5.49130395867455
ENSMUSG00000106928	Gm43860	-0.348850824495803	2.35253558891889	-2.62983948274799	0.0241992218222576	0.0651664130383953	-4.72323645910528
ENSMUSG00000143741		0.494166370855614	3.07447367205362	2.67709585127093	0.0242037601050251	0.0651664130383953	-4.84656851381805
ENSMUSG00000022419	Deptor	-0.188689489540693	4.69616686485494	-2.62971582964866	0.0242044682892958	0.0651664130383953	-5.23407579996186
ENSMUSG00000074646	6430550D23Rik	0.417427857915893	1.6974558317668	2.62953394880734	0.024212187345363	0.0651777982539006	-4.55149741472738
ENSMUSG00000046111	Cep295	-0.296290297129548	6.06178665711079	-2.68190545645192	0.0242486382802894	0.0652665135840478	-5.37245778409394
ENSMUSG00000029361	Nos1	-0.392074285711995	3.84840571047678	-2.66384852304483	0.0242951450861919	0.0653768334343971	-5.04129773178525
ENSMUSG00000133989		0.773043994538718	0.0567598051766745	2.62754806353674	0.0242966276124406	0.0653768334343971	-4.15087150602724
ENSMUSG00000129265		-0.724924367424785	0.753641002332603	-2.63010287324791	0.0243029373318441	0.0653843901073126	-4.31859534859903
ENSMUSG00000057054	Inca1	-0.515693792978272	1.40937822046021	-2.62657427533633	0.0243381398845235	0.0654696664078928	-4.4879366428252
ENSMUSG00000027999	Pla2g12a	0.218114796246359	3.86727794056158	2.62583946142652	0.0243695112883983	0.0655446138268111	-5.0767666798393
ENSMUSG00000061462	Obscn	-0.409267822220731	2.09906033401396	-2.62567907842492	0.0243763638446912	0.0655536028853346	-4.66786622103522
ENSMUSG00000111793	Gm47950	-0.535906637869738	0.972786612189499	-2.62547649212036	0.024385022317275	0.065567445176788	-4.37946042350559
ENSMUSG00000021514	Zfp369	0.171734112068437	6.1569578955518	2.62539073598196	0.0243886884247511	0.0655678617396779	-5.43070703765046
ENSMUSG00000085925	Rtl1	-0.393857230786724	1.57532414258214	-2.62517527072449	0.0243979020567501	0.0655831902990862	-4.53385643729742
ENSMUSG00000039640	Mrpl12	0.198206685763309	4.26974001147241	2.62488333259453	0.0244103912918406	0.0656073182187436	-5.1601946912167
ENSMUSG00000028382	Ptbp3	0.324269710945973	4.76859915000014	2.659106508913	0.0244260869873764	0.06563180832615	-5.22164242024829
ENSMUSG00000031637	Lrp2bp	0.342106147340266	4.34857553852468	2.65199850332059	0.0244265324979513	0.06563180832615	-5.15055452214407
ENSMUSG00000035769	Xylb	-0.326363812849797	2.67926040396169	-2.62426003886054	0.0244370772645686	0.0656506949846861	-4.81166621898069
ENSMUSG00000049928	Glp2r	-1.40488204356126	7.77979046799994	-3.39076938752679	0.0244636193129315	0.0657125470439706	-4.95880310694082
ENSMUSG00000071103	Cfap96	0.229071983884096	5.08344415791754	2.62255886424741	0.0245100593176027	0.0658278221914157	-5.30846977016345
ENSMUSG00000043510	Hscb	-0.415922369033073	1.59534372109726	-2.6221615146863	0.0245271370914997	0.0658642159975072	-4.54412777920388
ENSMUSG00000067288	Rps28	-0.165040637772981	5.18988606590791	-2.62192386695017	0.0245373566393372	0.0658821851736855	-5.32878917785876
ENSMUSG00000025262	Fam120c	0.207064683586673	5.92438545927595	2.62079077006668	0.0245861411609461	0.0660036802817004	-5.41739286134794
ENSMUSG00000021604	Irx4	-0.346228177637474	2.19410594865496	-2.62068190667094	0.0245908332383307	0.0660067873929262	-4.70033267154106
ENSMUSG00000025920	Stau2	0.15992139154612	5.67286352454181	2.62014315954813	0.0246140666226033	0.0660594555253059	-5.3924630452417
ENSMUSG00000030850	Ate1	0.150578516883416	7.11333810183616	2.6200628974386	0.0246175297740497	0.0660594555253059	-5.49720627695952
ENSMUSG00000048482	Bdnf	-0.34740751424696	2.96991835465478	-2.61961506287326	0.0246368618131869	0.0660983641671061	-4.88859127256754
ENSMUSG00000007892	Rplp1	-0.217146878917562	6.81942852268681	-2.61956303899924	0.0246391085448873	0.0660983641671061	-5.48577815380814
ENSMUSG00000138983		-0.469972144002354	0.956959432359459	-2.61923910783743	0.0246531025817842	0.0661264058621427	-4.38679606843519
ENSMUSG00000117322	6330415G19Rik	-0.415090262361545	1.66395299866507	-2.61868357729805	0.0246771201943673	0.0661724335415322	-4.56803063256498
ENSMUSG00000108533	Gm44792	-0.779540647658427	3.12023324823505	-2.84221901345042	0.0246773496403143	0.0661724335415322	-4.73776549916988
ENSMUSG00000086155	9430041J12Rik	-0.280986051029006	2.94488083956005	-2.61783142879485	0.0247140067363421	0.0662612149022904	-4.88599760375089
ENSMUSG00000031910	Has3	-0.305821271579255	2.55267675091719	-2.61678926549163	0.024759192603428	0.0663728341482077	-4.79424515393124
ENSMUSG00000056260	Lrif1	-0.536957638183661	5.68641542492852	-2.89603204794661	0.0247798904929831	0.0664187849958327	-5.17486398798438
ENSMUSG00000025792	Slc25a10	-0.222492457408058	4.05635397458666	-2.61608068401283	0.0247899618316537	0.0664362438639926	-5.13567752516668
ENSMUSG00000113569	Gm48035	0.499319322777162	2.0730679758992	2.61580698462309	0.0248018570081951	0.0664585848430242	-4.66888280508049
ENSMUSG00000043929	Klhl15	-0.288709508241799	4.67387265228482	-2.61960360160893	0.0248228890481925	0.0664980111893226	-5.25124355184646
ENSMUSG00000034947	Tmem106a	0.622216420591722	0.417861398416971	2.61530490120139	0.0248236926207972	0.0664980111893226	-4.25720363764544
ENSMUSG00000039410	Prdm16	-0.452348774020958	2.33606542684834	-2.6144826305176	0.0248594943096831	0.0665789702356339	-4.74509984709048
ENSMUSG00000031901	Dus2	0.219175388050473	3.97564177524124	2.61444703544442	0.0248610452743427	0.0665789702356339	-5.11903197967127
ENSMUSG00000026443	Lrrn2	-0.382934522738614	3.43704229243645	-2.62234202002294	0.0248717260596841	0.0665980230052397	-4.99856085859256
ENSMUSG00000132480		0.411124914715788	3.21979085388816	2.62655703627641	0.0249027034518011	0.0666714099295962	-4.94032896195284
ENSMUSG00000000711	Rab5b	0.137793173373444	7.15913829408712	2.61323485239065	0.0249139202984476	0.0666918789640498	-5.5108741806404
ENSMUSG00000005716	Pvalb	-0.269836776513854	3.47031689490373	-2.61305281684319	0.0249218702401878	0.0667035982320864	-5.01573066346755
ENSMUSG00000021614	Vcan	0.746614253630165	2.91348394892795	2.78598097885759	0.0249704976732746	0.066824172191277	-4.72912231091485
ENSMUSG00000028675	Pnrc2	0.197274911500357	6.30601280387018	2.61166115018233	0.0249827308244488	0.0668408551870485	-5.46621289017732
ENSMUSG00000010517	Faf1	-0.198904995622654	5.73473197094534	-2.61163466753669	0.0249838903933597	0.0668408551870485	-5.41567941332473
ENSMUSG00000112790	Gm10777	-0.343733067131757	2.72252755582226	-2.61130508383406	0.0249983260019853	0.0668698953962288	-4.84444025243584
ENSMUSG00000029422	Rsrc2	-0.207080842209939	7.64533205220922	-2.61118898622121	0.0250034129885744	0.0668739235389054	-5.53001877387137
ENSMUSG00000021377	Dek	-0.283684926984265	6.49853563418637	-2.66179646658284	0.0250586198469609	0.0670119815297363	-5.43933619261131
ENSMUSG00000029860	Zyx	-0.271871784642108	4.37133272831058	-2.60934668198468	0.0250842735471298	0.0670616313970856	-5.20912454343109
ENSMUSG00000117959	D330050I16Rik	-0.683043205726036	0.547370883761661	-2.60934170592742	0.025084492301412	0.0670616313970856	-4.30322852095179
ENSMUSG00000025137	Pcyt2	0.21811141772629	5.866747381026	2.60922483281439	0.025089630746421	0.0670616313970856	-5.43156916771956
ENSMUSG00000047260	Emc6	0.201734020823755	3.92265378101443	2.60918116888334	0.0250915507428209	0.0670616313970856	-5.11734109745108
ENSMUSG00000029642	Polr1d	0.186268476932187	4.58497665257375	2.60857480177596	0.0251182290412825	0.0671233270058543	-5.24830573512828
ENSMUSG00000107068	Gm42742	0.18959641842793	4.99663636048415	2.60822896286099	0.0251334574687599	0.0671456279549025	-5.32018962520428
ENSMUSG00000034063	4930590J08Rik	-0.363278295262421	2.39534741820227	-2.60822196659719	0.0251337656316145	0.0671456279549025	-4.77104191548846
ENSMUSG00000039917	Rhbdd2	0.155863173993871	6.32697212086919	2.60810108957709	0.0251390904650685	0.0671502467951208	-5.47428191982665
ENSMUSG00000000134	Tfe3	0.166290600707191	5.37987409581439	2.60797638021582	0.0251445852899127	0.0671553183214861	-5.37735177746064
ENSMUSG00000132436		-1.36048826493925	2.41837001927157	-3.02955066388602	0.0251561582871082	0.0671766194556641	-4.42893277116611
ENSMUSG00000093445	Lrch4	-0.271314301983504	4.73076196148754	-2.60758022235926	0.0251620483074823	0.0671811161873813	-5.27859261355882
ENSMUSG00000028937	Acot7	0.167114362999884	6.53464303323739	2.60751244130528	0.0251650373637535	0.0671811161873813	-5.4894942537856
ENSMUSG00000032042	Srpra	0.154479083522983	6.28032849090341	2.60720449013277	0.0251786220362888	0.0672027182295349	-5.47227814264074
ENSMUSG00000038225	Primpol	0.352211524587748	2.98426340695551	2.60716586032699	0.025180326628042	0.0672027182295349	-4.9083878868962
ENSMUSG00000061689	Dlgap4	-0.21970047111467	6.4499379177193	-2.60694808603539	0.0251899383467451	0.067218763744944	-5.48612970024804
ENSMUSG00000028104	Polr3gl	0.18595697016496	5.10156679223329	2.60665548507351	0.0252028583445005	0.0672436314795259	-5.33941188959043
ENSMUSG00000116207	Nnt	6.51008116653896	0.21439105915524	3.34047806059115	0.0252257956814457	0.0672915357147073	-3.45407673980088
ENSMUSG00000051435	Fhad1	-0.781541106724664	0.762544680655921	-2.62539727212456	0.02522801978894	0.0672915357147073	-4.34199569749833
ENSMUSG00000084319	Tpt1-ps3	-0.230838099770359	6.08998561526203	-2.60774741355721	0.0252407607783558	0.0673159049950037	-5.45860383059434
ENSMUSG00000120312	Gm57403	-0.288951037571513	3.45505223187399	-2.60563273573305	0.0252480701014186	0.0673257833891033	-5.02507927809228
ENSMUSG00000015202	Cnksr3	-0.335817688735919	2.65001262144942	-2.604916824053	0.0252797655159036	0.0674006769337497	-4.83805077746247
ENSMUSG00000073016	Uprt	0.213673310074661	3.77797557303177	2.60405090344967	0.0253181548699201	0.0674933938673646	-5.09562091447421
ENSMUSG00000024442	Dele1	0.15197038842764	6.06756150491595	2.60377956022042	0.0253301963525674	0.0675158559360324	-5.46059962757775
ENSMUSG00000063870	Chd4	-0.210486589252515	8.26813165124116	-2.60561881720569	0.0253430679950402	0.067540524010187	-5.55420905322547
ENSMUSG00000108815	Gm49388	0.315977284754857	2.77758430412126	2.60334767714934	0.0253493738519551	0.067547689399459	-4.86671440960969
ENSMUSG00000094379	Vmn1r202	-0.787040745991829	0.10617735503601	-2.60314595789694	0.0253583359920754	0.0675619298496242	-4.21168419167511
ENSMUSG00000111090	Gm30698	-0.831797612957003	-0.111250937065845	-2.60282428337574	0.025372634085545	0.0675837910747661	-4.16350615380783
ENSMUSG00000104266	Gm37748	-0.657791700234383	0.346498545279544	-2.60279852090749	0.0253737795450993	0.0675837910747661	-4.26798271505291
ENSMUSG00000038013	Wipf2	-0.187004000294549	5.84053056829761	-2.60266920088682	0.0253795301886727	0.067589467590313	-5.4423758829199
ENSMUSG00000108847	B830042I05Rik	-0.303024992397189	2.70879947374024	-2.60201999360445	0.0254084188376588	0.0676567536538486	-4.85728003858362
ENSMUSG00000024317	Rnf138	0.208409382308379	4.55036718035477	2.60190985669653	0.0254133229749315	0.0676601644188581	-5.25315642236435
ENSMUSG00000060376	Bckdha	0.208369087033169	4.17404358342027	2.60153284872774	0.0254301173439554	0.0676952261270168	-5.18178628617593
ENSMUSG00000025899	Alkbh8	0.189196592891856	5.92365788519885	2.60115711352371	0.025446865941995	0.0677258900146782	-5.45143194876265
ENSMUSG00000025917	Cops5	0.208764687697821	5.8211633295944	2.60111172467743	0.0254488899128734	0.0677258900146782	-5.44099972521807
ENSMUSG00000035051	Dhx57	-0.174027028990249	5.0914338733242	-2.60100931115534	0.0254534573025335	0.0677283929420791	-5.35008873724814
ENSMUSG00000026220	Slc16a14	-0.586799829719932	1.71668383160987	-2.60997474611292	0.0254698443671375	0.0677623413181258	-4.60319793166418
ENSMUSG00000031753	Cog4	0.152706525187305	5.70901408569577	2.60042287359991	0.0254796265898302	0.0677787103900981	-5.4307348867735
ENSMUSG00000031628	Casp3	-0.237432918556553	3.91991559934869	-2.59996113609584	0.02550024997109	0.0678239094089352	-5.13582962388828
ENSMUSG00000020522	Mfap3	-0.191352247526133	6.1479160638268	-2.59909594048436	0.0255389381760657	0.067917136357142	-5.4769423295134
ENSMUSG00000055963	Triqk	0.307242014097378	3.38132344689274	2.59788648132976	0.025593117859725	0.0680462378305567	-5.01705626126498
ENSMUSG00000049493	Pls1	-0.340808659163011	2.50659309681679	-2.59784959301	0.0255947721174805	0.0680462378305567	-4.81576348495764
ENSMUSG00000035597	Prpf39	-0.162061868162478	7.35664913585393	-2.5973944724349	0.0256151907178817	0.0680908286783946	-5.54573040683261
ENSMUSG00000056215	Lrguk	-0.203952282884341	4.76871972335382	-2.59633838021012	0.0256626335017437	0.0682072328510619	-5.30475398612958
ENSMUSG00000017718	Afmid	0.36905571033123	2.16542243910279	2.59616952366171	0.0256702270922906	0.0682177060938429	-4.72869576930673
ENSMUSG00000033615	Cplx1	-0.164279270747274	6.83271694794557	-2.59591282888363	0.0256817750837291	0.0682386835392086	-5.52736726654182
ENSMUSG00000034157	Cipc	0.159144300175813	6.79681057314233	2.59511334466482	0.0257177746117772	0.0683246156068187	-5.52609943049013
ENSMUSG00000018565	Elp5	0.177520472187928	5.11925593509699	2.59499813043247	0.0257229666420523	0.0683286883461856	-5.36240618669442
ENSMUSG00000046447	Camk2n1	-0.141630791912415	7.05886375059845	-2.59472942999232	0.0257350794249099	0.068351141115171	-5.53958805386909
ENSMUSG00000066510	Ankdd1a	-0.620349168344928	0.035264673234354	-2.59454275868683	0.0257434977262582	0.0683637765273246	-4.21208462271434
ENSMUSG00000025239	Limd1	-0.341556600465312	4.09565022061568	-2.61350721676126	0.0257478780309919	0.0683646057100696	-5.16412744506036
ENSMUSG00000036769	Wdr44	-0.197074718810719	4.02659541519109	-2.59436291597166	0.025751610655095	0.0683646057100696	-5.16721606127217
ENSMUSG00000016382	Pls3	0.166264928935136	5.80886846426042	2.59429239082101	0.0257547928226593	0.0683646057100696	-5.45194492099548
ENSMUSG00000026188	Tmem169	0.190214529465226	4.733114848854	2.59391030950861	0.0257720394877232	0.0684006630747218	-5.30029149059355
ENSMUSG00000029715	Pop7	0.272369033537984	3.40800541595965	2.59372114359416	0.0257805824236749	0.068413613212975	-5.03116907938019
ENSMUSG00000033805	Ephx4	0.333616074067071	2.02441610696019	2.59320575020511	0.0258038723553454	0.0684656880312191	-4.69909470057283
ENSMUSG00000052336	Cx3cr1	-0.319904203329129	2.25693156275381	-2.59231764535922	0.0258440534426644	0.0685625591686767	-4.76490553803124
ENSMUSG00000091803	Cox16	0.284825211621867	3.68951455940773	2.5919819598207	0.0258592571832544	0.0685890457108177	-5.09637723337586
ENSMUSG00000109429	Gm45223	-0.590082081492441	0.0731348554832753	-2.59181329761849	0.0258668995049962	0.0685890457108177	-4.22555618979079
ENSMUSG00000110185	Igip	-0.187561216758469	6.28230554505435	-2.59178648932617	0.0258681144321404	0.0685890457108177	-5.50031967675438
ENSMUSG00000042608	Stk40	0.18629803395971	5.76260255637142	2.59174042524083	0.0258702021458881	0.0685890457108177	-5.45133731224349
ENSMUSG00000126686		-0.297642619776068	3.12140562283048	-2.59169188723608	0.0258724021627396	0.0685890457108177	-4.97254512577885
ENSMUSG00000022475	Hdac7	0.208028432545031	4.97476669391394	2.59126069278594	0.0258919544571945	0.0686311366264939	-5.34581793657307
ENSMUSG00000074264	Amy1	0.241203226649917	7.43615085384972	2.61514863088667	0.0259183152580982	0.0686912601660126	-5.53755297636178
ENSMUSG00000044595	Dnd1	0.498771803718452	0.891397659764286	2.59024415797709	0.0259381065565352	0.0687339539841233	-4.41429702872796
ENSMUSG00000023015	Racgap1	-0.320000009259619	2.74974870577975	-2.59016319726073	0.0259417857813056	0.0687339539841233	-4.88751448650062
ENSMUSG00000024772	Ehd1	-0.258714616423822	4.24080906243742	-2.58985862135442	0.0259556317244405	0.0687608833624914	-5.21766736177717
ENSMUSG00000040703	Cyp2s1	-0.30910559415985	2.40677852225137	-2.58975214545845	0.025960473815003	0.0687639557477116	-4.8057925665079
ENSMUSG00000037820	Tgm2	0.396035082623079	3.04183523487266	2.5906117315905	0.0260391016519965	0.0689624428094429	-4.95184625609607
ENSMUSG00000031812	Map1lc3b	0.147106704220085	7.29908331780529	2.58766755400042	0.0260554526570203	0.0689959618430512	-5.56016667385479
ENSMUSG00000034275	Igsf9b	0.209297924222747	6.26119811606134	2.58741060992498	0.0260671833832564	0.0690172384090358	-5.50478309522847
ENSMUSG00000046519	Golph3l	0.187599057358528	5.02873225755279	2.5871488291993	0.0260791402950876	0.069039107721926	-5.36173148759168
ENSMUSG00000086468	Etaa1os	0.536221764525507	0.745456870587965	2.58653104780135	0.0261073791417276	0.0691040677664948	-4.38486622898386
ENSMUSG00000025104	Hdgfl3	0.176395095289259	6.90152357593245	2.58620131872938	0.0261224634584772	0.0691341953831638	-5.54660239637328
ENSMUSG00000117334	A730006G06Rik	0.502566485995418	1.21104117500888	2.58607239477548	0.0261283637636589	0.0691400120338056	-4.50098699923792
ENSMUSG00000028617	Lrrc42	0.177063783584308	4.87904265498259	2.58569294221525	0.0261457373511862	0.0691761829549519	-5.33989861295091
ENSMUSG00000135543		0.307814854078348	3.34226995760188	2.58525838133714	0.0261656481513646	0.0692114832911191	-5.03034272046235
ENSMUSG00000050812	Ecpas	0.155670600785665	7.46683865647675	2.58523997073728	0.0261664920228821	0.0692114832911191	-5.56963883784004
ENSMUSG00000051678	Pcdhb6	0.422610077920842	3.46372237660787	2.61903220814522	0.0262176115018063	0.0693314649680924	-5.0272614553534
ENSMUSG00000015092	Edf1	0.191970951315514	5.29641578465687	2.58408950346837	0.0262192784408626	0.0693314649680924	-5.40702850826411
ENSMUSG00000105107	Gm43412	1.19546245418437	0.267241877079825	2.67417560316863	0.0262240474536639	0.0693342577020698	-4.18546248038503
ENSMUSG00000044876	Zfp444	0.19709162046689	7.11983758583567	2.58375780611592	0.0262345171117711	0.0693473873000463	-5.56017057609756
ENSMUSG00000031400	G6pdx	0.152156836475045	6.38915098216404	2.58371595200681	0.0262364405737832	0.0693473873000463	-5.52099734160128
ENSMUSG00000106032	Gm42463	-0.378022786395173	1.90735332339835	-2.58255976356698	0.0262896299106642	0.0694781416574786	-4.69371242220693
ENSMUSG00000029547	Ints1	-0.257184733561889	6.71650345894131	-2.61561437484201	0.0263186044977902	0.0695375142363476	-5.51596273431383
ENSMUSG00000023064	Sncg	0.153317135884565	6.26511710613967	2.58191054591684	0.0263195432485008	0.0695375142363476	-5.51489059676837
ENSMUSG00000031723	Txnl4b	0.287934485819835	3.61424926053514	2.58078619169345	0.0263714285553595	0.0696647413838992	-5.09896753650838
ENSMUSG00000035242	Oaz1	0.142785102900222	8.37664912537613	2.58063190604069	0.0263785562204201	0.0696737141244873	-5.59710805561883
ENSMUSG00000115324	4930527F14Rik	-0.350542709337672	2.71952559420449	-2.58032261051718	0.0263928507414352	0.0697016114758253	-4.89720101743721
ENSMUSG00000041757	Plekha6	-0.189316137667215	7.7094067719301	-2.58002325367569	0.0264066932214717	0.0697283072988917	-5.58553623833479
ENSMUSG00000046178	Nxph1	-0.224767902557319	3.48442702678363	-2.57907042064393	0.0264508006913542	0.0698311077867319	-5.07767296957736
ENSMUSG00000038331	Satb2	-0.396810853142971	1.87931596267473	-2.57902071528345	0.0264531035923391	0.0698311077867319	-4.69226767846511
ENSMUSG00000019814	Ltv1	0.208078499936349	4.40528840461981	2.57875350363062	0.0264654871812057	0.0698491715074649	-5.26603735153445
ENSMUSG00000051864	Tbc1d22a	-0.220775029583451	3.82000029525816	-2.57871165094861	0.0264674273099937	0.0698491715074649	-5.15159346885393
ENSMUSG00000035776	Cd99l2	0.170075412486058	5.27362989277921	2.57779233315111	0.0265100787942282	0.0699518456130307	-5.41493235429698
ENSMUSG00000113586	Gm48606	0.350491312234519	1.8678267971642	2.57758725094183	0.0265196027838748	0.0699670899104377	-4.68605253032253
ENSMUSG00000096472	Cdkn2d	0.224191236586486	3.99324815319652	2.57696996196705	0.0265482900031923	0.0700328814125743	-5.1874221934112
ENSMUSG00000035067	Xkr6	-0.185786849704304	4.53677370495687	-2.57667719910351	0.0265619062628438	0.0700499837790842	-5.29689468831952
ENSMUSG00000023353	Agap3	-0.223421162774401	6.53952636869272	-2.57924635848517	0.0265622756313428	0.0700499837790842	-5.54209160499057
ENSMUSG00000104951	Gm43413	0.495970001779485	0.566081636069804	2.5763588353798	0.0265767210363497	0.070078182523693	-4.36039073604608
ENSMUSG00000086328	2700033N17Rik	-0.44701040386799	1.23761563658996	-2.57612213765732	0.0265877408449059	0.0700973418802446	-4.53133834150431
ENSMUSG00000114322	Gm47041	-0.589122299758367	0.167301409371329	-2.57575647639347	0.0266047736127311	0.0701255353702119	-4.27399494027164
ENSMUSG00000043962	Thrap3	-0.143824849712638	7.66977239410638	-2.57573133608458	0.0266059450625442	0.0701255353702119	-5.59198776726468
ENSMUSG00000058135	Gstm1	-0.433180938353513	3.85054231378992	-2.63838981166275	0.0266147997878833	0.0701389742081474	-5.1082576921381
ENSMUSG00000099481	Xndc1	0.26342699699477	4.92172844942151	2.57544543687825	0.0266192705430967	0.070140857643825	-5.36368495464932
ENSMUSG00000022671	Mzt2	-0.268914511676988	3.12688775429009	-2.57474267274427	0.0266520537126303	0.0702173322558773	-5.00316169921398
ENSMUSG00000049807	Arhgap23	-0.31947435727835	5.56915267109534	-2.63509667080041	0.0267045308768497	0.0703456636470999	-5.40892617575594
